Name,State/Country,City,Link
Warrenton High School,Missouri,Warrenton,https://whsmedia.org
Warsaw High School,Missouri,Warsaw,http://thewildcatonline.com
Washington High School,Missouri,Washington,http://WHSadvocateonline.com
Nerinx Hall High School,Missouri,Webster Groves,http://nerinxhallways.org 
Wentzville Holt High School,Missouri,Wentzville,http://holttribe.com
Wentzville Timberland High School,Missouri,Wentzville,http://wolfshowl.com
Wentzville Liberty High School,Missouri,Wentzville,http://lhstoday.org
North Point High School,Missouri,Wentzville,https://northonpoint.org
Lafayette Senior High School,Missouri,Wildwood,http://lancerfeed.press/
Billings Central Catholic High School,Montana,Billings,https://bcchsbcchronicle.org
CM Russell High School,Montana,Great Falls,http://rustlernews.com
Helena High School,Montana,Helena,https://thenugget.net
Park High School - MT,Montana,Livingston,https://parkhighgeyser.org
Hellgate High School,Montana,Missoula,https://hellgatelance.com
Sentinel High School,Montana,Missoula,https://spartanscoop.org
Alliance High School,Nebraska,Alliance,http://ahsthespud.com
Bellevue West Senior High School,Nebraska,Bellevue,http://thethunderbeat.org
Bellevue East High School,Nebraska,Bellevue,https://thechieftainspear.org
Omaha Westview High School,Nebraska,Bennington,https://omahawestviewmedia.com
Columbus High School,Nebraska,Columbus,https://chsanchornews.org
Mount Michael Benedictine High School,Nebraska,Elkhorn,https://mountonline.org
Fremont High School,Nebraska,Fremont,https://tigerseyenews.org
Gretna High School,Nebraska,Gretna,https://gretnamedia.com
Lincoln High School,Nebraska,Lincoln,https://lhsadvocate.com
Lincoln East High School,Nebraska,Lincoln,https://lehsoracle.com
Lincoln Southeast High School,Nebraska,Lincoln,https://lseclarion.com
Lincoln North Star High School,Nebraska,Lincoln,https://lnsgatorgalaxy.com
Lincoln Northeast High School,Nebraska,Lincoln,https://lnenortheastern.com
Lincoln Southwest High School,Nebraska,Lincoln,http://lswhawk.com
Lincoln Northwest High School,Nebraska,Lincoln,https://lnwpubs.com
Bay High Focus Program,Nebraska,Lincoln,https://bayhighmedia.com
Conestoga Jr./Sr. High School,Nebraska,Murray,https://chsprowl.org
North Platte High School,Nebraska,North Platte,http://npbulldogger.com
Millard North High School,Nebraska,Omaha,http://mnhsonline.com
Omaha Central High School,Nebraska,Omaha,http://omahacentralregister.com
Omaha North High Magnet School,Nebraska,Omaha,http://opsnorthstar.com
Creighton Preparatory School,Nebraska,Omaha,http://jayjournal.org
Millard West High School,Nebraska,Omaha,https://millardwestcatalyst.com
Westside High School,Nebraska,Omaha,http://westsidewired.net
Elkhorn High School,Nebraska,Omaha,https://antler.express
Burke High School,Nebraska,Omaha,https://bhspress.com
Elkhorn South High School,Nebraska,Omaha,https://eshsstormalert.com
Omaha Bryan High School,Nebraska,Omaha,https://bhsorator.com
Millard South High School,Nebraska,Omaha,https://wearemillardsouth.com
Elkhorn North High School,Nebraska,Omaha,http://northhowler.com
Brownell Talbot College Preparatory School,Nebraska,Omaha,https://btverbatim.com
Omaha Northwest High School,Nebraska,Omaha,https://huskytalknews.com
Gretna East High School,Nebraska,Omaha,https://gretnaeastmedia.com
Omaha South High School,Nebraska,Omaha,https://omahasouthtooter.com
Benson High School - NE,Nebraska,Omaha,http://bensonhighnews.com
Buena Vista High School,Nebraska,Omaha,https://bvhsnews.com
Papillion-La Vista High School,Nebraska,Papillion,http://plpulse.com
Papillion-La Vista South High School,Nebraska,Papillion,https://plsouthsidescroll.com
Schuyler High School,Nebraska,Schuyler,https://warriornews.org
Platteview High School,Nebraska,Springfield,https://phscharioteer.com
Yutan High School,Nebraska,Yutan,https://yhsnews.com
Basic Academy of International Studies,Nevada,Henderson,https://basiclonewolfnews.com
Liberty High School,Nevada,Henderson,https://lhscentral.news
Faith Lutheran High School,Nevada,Las Vegas,http://crusaderchronicle.com
Desert Oasis High School,Nevada,Las vegas,http://desertoasisweekly.net
Southwest Career and Technical Academy,Nevada,Las Vegas,http://southwestshadow.com
Silverado High School,Nevada,Las Vegas,https://silveradostar.com
Shadow Ridge High School,Nevada,Las Vegas,https://srhslariat.com
Centennial High School,Nevada,Las Vegas,https://barkvoiceofthebulldogs.org
Spring Valley High School,Nevada,Las Vegas,https://grizzlygrowler.org
Las Vegas Academy of the Arts,Nevada,Las Vegas,https://lva-accolades.net
Sierra Vista High School,Nevada,Las Vegas,https://mountainlionmessenger.com
Bishop Gorman High School,Nevada,Las Vegas,https://bghslance.org
Chaparral High School,Nevada,Las Vegas,https://chaparralexpress.org
Pahrump Valley High School,Nevada,Pahrump,https://pvhsnews.com
Reno High School,Nevada,Reno,http://rhsredblue.com
Bishop Manogue Catholic High School,Nevada,Reno,http://minerdetail.bishopmanogue.org
Concord High School,New Hampshire,Concord,https://thecrimsonreview.com
Pinkerton Academy,New Hampshire,Derry,https://pinkertonlaunchpad.com
Goffstown High School,New Hampshire,Goffstown,http://pawprint.sau19.org
Hollis Brookline High School,New Hampshire,Hollis,http://cavchronline.com
Londonderry High School,New Hampshire,Londonderry,http://lancerspiritonline.com
Pembroke Academy,New Hampshire,Pembroke,https://spartansspeak.sau53.org
Timberlane Regional High School,New Hampshire,Plaistow,http://trhsnews.com
Holderness School,New Hampshire,Plymouth,http://thepicador.org
Portsmouth High School,New Hampshire,Portsmouth,http://phspaperclip.net
Winslow Township High School,New Jersey,Atco,https://wthsnews.com
Audubon High School,New Jersey,Audobon,https://theparrot.apsd.us
Ridge High School,New Jersey,Basking Ridge,http://ridgedevilsadvocate.com
Central Regional High School,New Jersey,Bayville,https://crhseaglesvoice.com
Bernards High School,New Jersey,Bernardsville,http://bhscrimson.com
Bridgewater-Raritan High School,New Jersey,Bridgewater,https://brhsprowler.org
Mount St. Dominic Academy,New Jersey,Caldwell,http://msdaargosy.com 
Cherry Hill High School West,New Jersey,Cherry Hill,http://westlionsroar.com
Cherry Hill East,New Jersey,Cherry Hill,http://eastside-online.org
West Morris Central High School,New Jersey,Chester,http://wmchspawprint.com
Cinnaminson High School,New Jersey,Cinnaminson,http://chsshipslog.com
Colonia High School,New Jersey,Colonia,http://thedeclarationatcoloniahigh.com
Colts Neck High School,New Jersey,Colts Neck,https://cnhspawprint.com
Academy of Saint Elizabeth,New Jersey,Convent Station,http://aosepress.org
Peddie School,New Jersey,Cranbury,http://peddienews.org
Cranford High School,New Jersey,Cranford,https://cranforddialogue.com
Cresskill High School,New Jersey,Cresskill,http://TheCommuniqueCHS.com
Northern Valley Regional High School,New Jersey,Demarest,https://nvrhsnorthernstar.com
Academy of the Holy Angels,New Jersey,Demarest,https://ahavoice.holyangels.org
Morris Knolls High School,New Jersey,Denville,http://mkquill.com
East Brunswick High School,New Jersey,East Brunswick,https://ebhsbearhub.org
Henry P. Becton Regional High School,New Jersey,East Rutherford,http://brhscatseyeview.org
Edison High School,New Jersey,Edison,https://ehseagleseye.com
John P. Stevens High School,New Jersey,Edison,https://hawkeyejps.com
Emerson Junior - Senior High School,New Jersey,Emerson,http://gocavos.org
Dwight Morrow High School/Academies,New Jersey,Englewood,http://maroontribune.org
Ewing High School,New Jersey,Ewing,https://ewingsvoice.com
Hunterdon Central Regional High School,New Jersey,Flemingtn,http://hclamponline.com
Ramapo High School,New Jersey,Franklin Lakes,https://ramaporampage.org
Freehold Township High School,New Jersey,Freehold,http://fthspatpress.com
Freehold High School,New Jersey,Freehold,http://freeholdboropublications.com
Delaware Valley Regional High School,New Jersey,Frenchtown,https://sno.dvrhs.org
Delaware Valley Regional High School,New Jersey,Frenchtown,https://delvalmag.org
Glen Ridge High School,New Jersey,Glen Ridge,https://grhsjournalist.com
Glen Rock High School,New Jersey,Glen Rock,http://theglenecho.com
Bergen County Academies,New Jersey,Hackensack,http://academychronicle.com
Haddonfield Memorial High School,New Jersey,Haddonfield,http://bulldawgbulletin.com
Manchester Regional High School,New Jersey,Haledon,http://falconflyer.net
Hammonton High School,New Jersey,Hammonton,http://hhsadvocate.com
Hawthorne High School,New Jersey,Hawthorne,http://HHSClarionnews.com
Pascack Valley High School,New Jersey,Hillsdale,http://pvhsecho.com
Saint John Vianney High School,New Jersey,Holmdel,http://lancerspoint.sjvhs.com
John F. Kennedy Memorial High School,New Jersey,Iseline,https://thetorchjfk.com
Saint Peter's Prep,New Jersey,Jersey City,http://thepetroc.com
University Academy Charter High School,New Jersey,Jersey City,http://uachsvoice.com
Infinity Institute,New Jersey,Jersey City,https://iinews.org
Kearny High School,New Jersey,Kearny,https://kearnian.com
Kinnelon High School,New Jersey,Kinnelon,https://coltchronicle.org
Leonia High School,New Jersey,Leonia,http://theleonian.com
Lodi High School,New Jersey,Lodi,http://thelodirampage.com
Manchester Township High School,New Jersey,Manchester,https://talonnews.org
Manville High School,New Jersey,Manville,https://manvillehoofprints.org
Marlboro High School,New Jersey,Marlboro,http://Mustangpublications.com
Cherokee High School,New Jersey,Marlton,http://cherokeescout.org
Atlantic County Institute of Technology,New Jersey,Mays Landing,https://thepursuit.acitech.org
Shawnee High School,New Jersey,Medford,http://renegadereport.org
Lenape High School,New Jersey,Medford,http://lenapesmokesignal.com
West Morris Mendham High School,New Jersey,Mendham,https://mhspatriot.com
West Morris Mendham High School,New Jersey,Mendham,https://visionsmagazinemhs.org
Middletown High School North,New Jersey,Middletown,http://thelionsroarmhsn.com
Middletown High School South,New Jersey,Middletown,http://mhsseagleeye.com
Montclair High School,New Jersey,Montclair,https://mhsmountaineer.org
Pascack Hills High School,New Jersey,Montvale,http://phhstrailblazer.org
Delbarton School,New Jersey,Morristown,http://thedelbartoncourier.org
Morristown-Beard School,New Jersey,Morristown,https://mbscrimsonsun.net
Rancocas Valley Regional High School,New Jersey,Mt. Holly,https://thehollyspirit.org
Clearview Regional High School,New Jersey,Mullica Hill,https://crhspioneer.com
New Providence High School,New Jersey,New Providence,http://theprovidentialonline.com
St. Benedict's Preparatory School,New Jersey,Newark,http://benedictnewsonline.org
North Arlington High School,New Jersey,North Arlington,http://NAHSVikingSaga.org
West Essex Regional High School,New Jersey,North Caldwell,https://thewessexwire.com
Northern Valley Regional High School,New Jersey,Old Tappan,http://thelancenews.com
River Dell Regional High School,New Jersey,Oradell,https://therundown.riverdell.org
Park Ridge High School,New Jersey,Park Ridge,https://prhsowl.com
Sayreville War Memorial high school,New Jersey,Parlin,https://echolites.net
Passaic Preparatory Academy,New Jersey,Passaic,https://theboulevard252.org
Passaic Academy for Science and Engineering,New Jersey,Passaic,http://theldrop.com
Passaic High School,New Jersey,Passaic,https://phshilltopmedia.org
Hopewell Valley Central High School,New Jersey,Pennington,https://bulldogreporterhvchs.org
Piscataway High School,New Jersey,Piscataway,http://phschieftain.com
Point Pleasant High School,New Jersey,Point Pleasant,https://thepointpress.org
Princeton Day School,New Jersey,Princeton,http://thespokesman.net
Stuart Country Day School,New Jersey,Princeton,https://tartannews.org
The Hun School of Princeton,New Jersey,Princeton,https://thehunmall.com
Randolph High School,New Jersey,Randolph,http://randolphrampage.com.
Morris Hills High School,New Jersey,Rockaway,http://mhhilltop.org
Scotch Plains-Fanwood High School,New Jersey,Scotch Plains,https://thefanscotian.com
Union Catholic High School,New Jersey,Scotch Plains,https://ucprophet.org
Washington Township High School,New Jersey,Sewell,http://wthspatriot.com
Roxbury High School,New Jersey,Succasunna,https://roxburyreview.com
Oratory Prep,New Jersey,Summit,http://oratoryprepomega.org
Teaneck High School,New Jersey,Teaneck,http://thehighwayherald.org
Tenafly High School,New Jersey,Tenafly,http://thetenaflyecho.com
Westwood Regional Jr./Sr. High School,New Jersey,Township of Washington,http://westwoodcardinalchronicle.com
Verona High School,New Jersey,Verona,http://fairviewer.org
Eastern Regional High School,New Jersey,Voorhees,https://voyager-online.org
Overbrook High School,New Jersey,Voorhees,https://ohsrampages.org
Communications High School,New Jersey,Wall,http://theinkblotnews.com
Lakeland Regional High School,New Jersey,Wanaque,https://lancerledger.com
Warren Hills Regional High School,New Jersey,Washington,https://bluestreaknews.com
Wayne Hills High School,New Jersey,Wayne,http://whhspatriotpress.com
Wayne Valley High School,New Jersey,Wayne,http://wvsmokesignals.com
James Caldwell High School,New Jersey,West Caldwell,https://jchscaldron.com
Shore Regional High School,New Jersey,West Long Branch,http://srhsthebeacon.com 
West Milford Township High School,New Jersey,West Milford,http://thehighlandecho.com
West Orange High School,New Jersey,West Orange,http://wohspioneer.org
Seton Hall Prep,New Jersey,West Orange,https://shpthepirate.com
West Windsor-Plainsboro High School South,New Jersey,West Windsor,https://thepirateseye.org
Westfield High School,New Jersey,Westfield,https://hiseye.org
Whippany Park High School,New Jersey,Whippany,https://wildcatsroar.com
Woodbridge High School,New Jersey,Woodbridge,http://barronperspective.org
Gateway Regional High School,New Jersey,Woodbury Heights,https://thechompgateway.com
Kingsway Regional High School,New Jersey,Woolwich,https://krhsflame.com
Cibola High School,New Mexico,Albuquerque,https://thegoldenword.org
Albuquerque Academy,New Mexico,Albuquerque,http://theacademyadvocate.com
Crownpoint High School,New Mexico,Crownpoint,https://chseaglevision.org
Santa Fe High School - NM,New Mexico,Santa Fe,http://demontattler.com
The Albany Academies,New York,Albany,http://theacademyroad.com
Albany High School,New York,Albany,http://ahsthenest.com
Alden Central High School,New York,Alden,http://wacs.aldenschools.org
Amityville Memorial High School,New York,Amityville,https://amityvilleecho.com
William Cullen Bryant High School,New York,Astoria,https://wcbhsnews.com
Baccalaureate School for Global Education,New York,Astoria,https://thebaccrag.com
Babylon Junior-Senior High School,New York,Babylon,http://panthertales.org
Baldwin High School,New York,Baldwin,https://goldenwave.baldwinschools.org
Bay Shore High School,New York,Bay Shore,https://maroonecho.org
Belfast Central School,New York,Belfast,http://belfastcs.org
WC Mepham High School,New York,Bellmore,https://mhsbuccaneer.org
Bethpage High School,New York,Bethpage,http://eaglescry.net
Seton Catholic Central,New York,Binghamton,https://sccvoice.org
Bolivar Richburg High School,New York,Bolivar,https://brcs-sentinel.com
Brentwood High School,New York,Brentwood,https://bhspowwownews.bufsd.org
Brewster High School,New York,Brewster,http://brewsterbearfacts.com
The Bronx High School of Science,New York,Bronx,http://thesciencesurvey.com
Bronx River High School,New York,Bronx,https://bronxrivernews.org
The Laboratory School of Finance and Technology,New York,Bronx,https://hs223eagleexpress.com
Eagle Academy,New York,Bronx,https://clearvoicesfromeaglebronx.com
Hero High School,New York,Bronx,https://hhpress.org
Careers,New York,Sports High School,http://dailydoseofcis.org
KAPPA International High School,New York,Bronx,https://kappachronicle.com
Berkeley Carroll School,New York,Brooklyn,http://bcblotter.com 
Franklin Delano Roosevelt High School,New York,Brooklyn,http://thenewdealer.org
Poly Prep Country Day School,New York,Brooklyn,http://polygonnews.org
BASIS Independent Brooklyn,New York,Brooklyn,https://thegrizzlynews.org
Brooklyn Technical High School,New York,Brooklyn,https://surveybths.com
Millennium Brooklyn High School,New York,BROOKLYN,http://millenniumphoenix.org
Williamsburg Preparatory School,New York,Brooklyn,https://wpnews.org
Fort Hamilton High School,New York,Brooklyn,https://fhhspilot.com
Leaders High School,New York,Brooklyn,https://leaderspost.org
The High School of Telecommunication Arts & Technology,New York,Brooklyn,https://hstathive.com
A-Tech High School,New York,Brooklyn,https://atechnews.org
Academy for Young Writers,New York,Brooklyn,http://afywnews.org
Institute for Health Professions @ Cambria Heights,New York,Cambria Heights,https://ihpchvoices.org
Carle Place High School,New York,Carle Place,https://carleplacecrossroadspath.net
Central Islip High School,New York,Central Islip,https://cihsrapier.com
Monroe-Woodbury High School,New York,Central Valley,http://mwwire.org
Horace Greeley High School,New York,Chappaqua,http://thegreeleyvoice.com
Shenendehowa High School,New York,Clifton Park,https://theshenpen.org
Commack High School,New York,Commack,https://commackcourant.com
Jamesville DeWitt High School,New York,DeWitt,https://jdrampage.org
The Masters School,New York,Dobbs Ferry,http://tower.mastersny.org
Monsignor McClancy Memorial High School,New York,East Elmhurst,https://mcclancystudents.info
East Rockaway High School,New York,East Rockaway,http://eastrockawaygull.com
Floral Park Memorial High School,New York,Floral Park,http://fpmshield.com
Townsend Harris High School,New York,Flushing,https://thhsclassic.com
Townsend Harris High School,New York,Flushing,https://thestarlingpress.com
World Journalism Preparatory School,New York,Flushing,https://wjpsnews.com
Forest Hills High School,New York,Forest Hills,https://thebeaconfhhs.org
Queens School of Inquiry,New York,Freeport,https://qsinquirer.com
Francis Lewis High School,New York,Fresh Meadows,http://flhsnews.com
Galway Central School,New York,Galway,http://eaglesmediacenter.com
Gouverneur High School,New York,Gouverneur,https://pawprintgcs.com
Great Neck North High School,New York,Great Neck,https://gnnguidepost.org
The Village School,New York,Great Neck,http://gnpsvillager.org
Great Neck South High School,New York,Great Neck,https://shssoutherner.org
Hampton Bays High School,New York,Hampton Bays,https://thehbtide.com
Harrison High School,New York,Harrison,https://thehuskyherald.org
Hastings High School,New York,Hastings-on-Hudson,https://hhsbuzzer.com
Hauppauge High School,New York,Hauppauge,http://hhssoaringeagle.com
Rush-Henrietta Senior High School,New York,Henrietta,https://cometchronicle.com
Huntington High School,New York,Huntington,https://hhsdispatch.com
Walt Whitman High School,New York,Huntington Station,http://wwhspawprint.com
East Islip High School,New York,Islip Terrace,http://eibroadcaster.com
Thomas A. Edison Career and Technical Education High School,New York,Jamaica,https://theedisonlight.com
Shaker High School,New York,Latham,https://theshakerbison.com
Island Trees High School,New York,Levittown,https://ithsthebulldog.com
Lindenhurst High School,New York,Lindenhurst,http://lindynews.org
Friends Academy,New York,Locust Valley,https://fa-inkwell.org
Academy of American Studies,New York,Long Island City,https://aasgazette.com
Lynbrook High School,New York,Lynbrook,http://lhshorizon.com
Mamaroneck High School,New York,Mamaroneck,https://mhsglobe.com
Manhasset High School,New York,Manhasset,http://manhassetmedia.org
NYC Museum School,New York,Manhattan,https://nycmuseumgallery.org
Fayetteville-Manlius High School,New York,Manlius,https://thefmbuzz.org
Massapequa High School,New York,Massapequa,http://thechiefonline.com
Patchogue-Medford High School,New York,Medford,http://pmhsredandblack.com
Hendrick Hudson,New York,Montrose,https://hendrickhudsonanchor.org
Nanuet High School,New York,Nanuet,http://nanuetknighttimes.org
New Hartford High School,New York,New Hartford,https://spartanexpressions.org
New Hyde Park Memorial High School,New York,New Hyde Park,http://nhpchariotonline.com
Ramaz Upper School,New York,New York,http://the-rampage.org
NYC iSchool,New York,New York,http://inewsnetwork.net/
United Nations International School,New York,New York,https://theunisverse.com
Millennium High School,New York,New York,https://mhsphoenix.com
Baruch College Campus High School,New York,New York,https://411press.net
Friends Seminary,New York,New York,https://friendsinsight.org
Pace High School,New York,New York,https://pacernyc.com
Liberty High School Academy for Newcomers,New York,New York,https://thebellofliberty.net
Leadership and Public Service High School,New York,New York,https://leadnews.org
The College Academy,New York,New York,https://tcanews.org
Nightingale-Bamford School,New York,New York,https://nbsspectator.org
The Urban Assembly Bronx Academy of Letters,New York,New York,https://bronxlettersnews.com
Heschel School,New York,New York,https://heschelhelios.org
"High School for Mathematics, Science and Engineering",New York,New York,https://theechohsmse.com
The Urban Assembly for Media Studies,New York,New York City,https://uamhubnyc.com
Northport High School,New York,Northport,https://nhsportpress.com
Horace Mann School,New York,NY,http://record.horacemann.org
Westbury High School,New York,Old Westbury,https://whsherald.com
Orchard Park High School,New York,Orchard Park,http://orchardparkvoice.org
Ossining High School,New York,Ossining,http://ohscurrent.org
Peekskill High School,New York,Peekskill,http://phsnewspaper.org
Pelham Memorial High School,New York,Pelham,https://thepelmelpmhs.com
Paul D. Schreiber High School,New York,Port Washington,http://theschreibertimes.com
The Judith S. Kaye School,New York,Queens,https://jskhsnews.org
Rhinebeck High School,New York,Rhinebeck,https://rhinebeckreality.org
Grover Cleveland High School,New York,Ridgewood,https://clevelandchronicles.org
McQuaid Jesuit,New York,Rochester,https://lance.mcquaid.org
McQuaid Jesuit High School,New York,Rochester,https://mcqshield.org
Smithtown High School East,New York,Saint James,https://eastmatador.com
Scarsdale High School,New York,Scarsdale,http://shsmaroon.org
Scarsdale High School,New York,Scarsdale,https://scientificscarsdalian.org
Schenectady High School,New York,Schenectady,https://shsphoenix.com
Ward Melville High School,New York,Setauket,http://kscopenews.com
Shoreham-Wading River High School,New York,Shoreham,https://wildcatpause.com
Smithtown High School West,New York,Smithtown,http://WestBullsEye.com
Queens Preparatory Academy,New York,Springfield Gardens,https://qpalit.com
Curtis High School,New York,Staten Island,http://curtislog.org
Port Richmond High School,New York,Staten Island,https://portrichmondcrowsnest.org
Hackley School,New York,Tarrytown,http://hsdial.org
Hebrew Academy Of Nassau County High School,New York,Uniondale,https://hancherald.org
Vestal High School,New York,Vestal,http://vhsnews.com
Victor Senior High School,New York,Victor,https://thevictorvoice.com
Wantagh High School,New York,Wantagh,http://thewarrior.wantaghschools.org
Webster Thomas High School,New York,Webster,https://wthscourier.org
Webster Schroeder High School,New York,Webster,https://wshscourier.org
Weedsport CSD,New York,Weedsport,http://whsjohnnygreen.org
Westhampton Beach High School,New York,Westhampton Beach,http://whbnews.com
Yorktown High School,New York,Yorktown Heights,https://yhsthevoice.com
West Johnston High School,North Carolina,Benson,https://thewildcatspost.com
Green Level High School,North Carolina,Cary,https://thegatorseye.com
Green Hope High School,North Carolina,Cary,https://ghfalcon.com
Panther Creek High School,North Carolina,Cary,http://pcnn.net
East Mecklenburg High School,North Carolina,Charlotte,http://eastmeckeagle.com
Charlotte Latin School,North Carolina,Charlotte,https://clshawkeye.press
West Forsyth High School,North Carolina,Clemmons,https://wfhszephyr.com
Community School of Davidson,North Carolina,Davidson,https://csdspartanmedia.org
Hillside High School,North Carolina,Durham,https://hillsidechronicle.org
Franklin High School,North Carolina,Franklin,http://fhsred.com
Fuquay-Varina High School,North Carolina,Fuquay-Varina,https://roaringbengals.com
Page High School,North Carolina,Greensboro,http://phspagesbypage.com
Hayesville High School,North Carolina,Hayesville,http://hhsyjyearbook.com
Carmel Christian School,North Carolina,Matthews,http://blueandgoldstudentnews.org
Weddington High School,North Carolina,Matthews,https://weddingtonwitness.com
Sun Valley High School,North Carolina,Monroe,https://svhsspartanshield.com
Ronald W. Reagan High School,North Carolina,Pfafftown,http://reaganrooster.com
Athens Drive High School,North Carolina,Raleigh,http://athensoracle.com
Wakefield High School,North Carolina,Raleigh,http://thehowler.org
Millbrook High School,North Carolina,Raleigh,http://mhscattalk.com
Enloe Magnet High School,North Carolina,Raleigh,https://enloenews.org
Cardinal Gibbons High School,North Carolina,Raleigh,https://newspaper.cghsnc.org
Broughton High School,North Carolina,Raleigh,http://thehitimes.com
Rocky Mount Academy,North Carolina,Rocky Mount, http://eagleexaminer.com 
West Brunswick High School,North Carolina,Shallotte,https://wbhswestwind.net
Wake Forest-Rolesville High,North Carolina,Wake Forest,http://forestfireonline.com
North Buncombe High School,North Carolina,Weaverville,https://northbuncombenow.org
Bismarck High School,North Dakota,Bismarck,http://bhsnews.org
Fargo North High School,North Dakota,Fargo,https://fnhscroll.org
Fargo South High School,North Dakota,Fargo,https://sudhian.org
Davies High School,North Dakota,Fargo,http://dhstalon.com
Horace High School,North Dakota,Horace,https://hhshawksquawk.org
West Fargo High School,North Dakota,West Fargo,http://westfargopacker.org
Williston High School,North Dakota,Williston,http://whshowl.org
Archbishop Hoban High School,Ohio,Akron,https://hobanvisor.news
Beachwood High School,Ohio,Beachwood,http://bcomber.org
Beavercreek High School,Ohio,Beavercreek,http://beavercreekbeacon.com
Brecksville-Broadview Heights High School,Ohio,Broadview Heights,https://hybreezebbh.com
GlenOak High School,Ohio,Canton,https://gohsonline.com
Notre Dame - Cathedral Latin,Ohio,Chardon,https://ndclthemane.org
Elder High School,Ohio,Cincinnati,http://elderhsquill.org
Cincinnati Country Day School,Ohio,Cincinnati,https://scrollonline.net
Sycamore High School,Ohio,Cincinnati,http://shsleaf.org
Mariemont High School,Ohio,Cincinnati,http://mhsblueprint.com
Walnut Hills High School,Ohio,Cincinnati,https://whhscbox.com
Oyler Community Learning Center,Ohio,Cincinnati,https://theoylergriffin.com
Aiken New Tech High School,Ohio,Cincinnati,https://swoopnews.org
The Seven Hills School,Ohio,Cincinnati,http://7hillsthehive.org
Northmont High School,Ohio,Clayton,http://northmontthunder.com
Mayfield High School,Ohio,Cleveland,http://pawprintnews.org
Arts & College Preparatory Academy,Ohio,Columbus,https://artsandcollegepost.com
Worthington Kilbourne High School,Ohio,Columbus,http://wkhsnews.com
Lakeview High School,Ohio,Cortland,http://bulldog-bulletin.com
Walsh Jesuit High School,Ohio,Cuyahoga Falls,http://thepioneerwjhs.com
Rutherford B. Hayes High School,Ohio,Delaware,https://hayestalisman.com
Olentangy Berlin High School,Ohio,Delaware,http://3140news.com
Dover High School,Ohio,Dover,https://dovercrimsonian.com
Woodmore High School,Ohio,Elmore,https://window2woodmore.com
Findlay High School,Ohio,Findlay,https://blueandgoldtoday.org
Gahanna Lincoln High School,Ohio,Gahanna,https://lincolnonline.org
Granville High School,Ohio,Granville,http://blueacemedia.org
Green High School,Ohio,Green,https://ghspawprint.org
Ross High School,Ohio,Hamilton,https://rosshightimes.com
William Henry Harrison High School,Ohio,Harrison,https://harrisonpawprint.org
Hudson High School,Ohio,Hudson,https://hudexplorernews.org
Kings High School,Ohio,Kings Mills,https://khsknighttimes.com
St. Edward High School,Ohio,Lakewood,http://edsman.net
Lakewood High School,Ohio,Lakewood,https://lakewoodtimes.net
Lancaster High School,Ohio,Lancaster,http://eyeofthegale.com
Olentangy High School,Ohio,Lewis Center,http://ohsbeacon.com
Lakota East High School,Ohio,Liberty Township,http://lakotaeastsparkonline.com
Lowellville High School,Ohio,Lowellville,https://lowellvillerocketreview.com
Mentor High School,Ohio,Mentor,https://mhscardinalnation.org
Mount Vernon High School,Ohio,Mount Vernon,https://mvjacketjournal.org
Hoover High School,Ohio,North Canton,https://thevikingviews.com
Jackson-Milton High School,Ohio,North Jackson,http://jacksonmiltonjournal.com
Oakwood High School,Ohio,Oakwood,http://ohsaxmedia.org
Jonathan Alder High School,Ohio,Plain City,http://thepioneerpress.org
Poland Seminary High School,Ohio,Poland,http://pshsem.com
Olentangy Liberty High School,Ohio,Powell,http://olhspatriotpress.com
Revere High School,Ohio,Richfield,http://Reverelantern.com
Shaker Heights High School,Ohio,Shaker Heights,http://shakerite.com
Solon High School,Ohio,Solon,http://theshscourier.com
Streetsboro High School,Ohio,Streetsboro,http://shsorbiter.com
Strongsville High School,Ohio,Strongsville,https://strongsvillelantern.com
Struthers High School,Ohio,Struthers,https://shsstudentprints.org
Sylvania Northview,Ohio,Sylvania,https://nvstudentprints.com
Tallmadge High School,Ohio,Tallmadge,https://thstale.com
Theodore Roosevelt High School,Ohio,Tallmadge,https://kentcolonel.com
Whitmer High School,Ohio,Toledo,https://whspantherpress.org
Edgewood High School,Ohio,Trenton,https://ehscougarprints.com
Lake Local Schools,Ohio,Uniontown,https://lmhsdigitalnews.org
Wadsworth High School,Ohio,Wadsworth,https://wadsworthbruin.com
West Carrollton High School,Ohio,West Carrollton,http://wchshook.com 
Lakota West High School,Ohio,West Chester,https://lwhspress.com
Westerville South High School,Ohio,Westerville,https://wshsthescribe.com
Westerville North High School,Ohio,Westerville,https://wnhsodyssey.com
Westlake High School - OH,Ohio,Westlake,http://greennwhite.org
Thomas Worthington High School,Ohio,Worthington,http://twhsnews.com
Ada High School,Oklahoma,Ada,http://ahscougarcall.com
Broken Arrow High School,Oklahoma,Broken Arrow,https://arrowvision.tv
Canton Public Schools,Oklahoma,Canton,http://cantontiger.org
Edmond Public Schools,Oklahoma,Edmond,http://ruffdraft.net
Santa Fe High School,Oklahoma,Edmond,https://sfnnews.com
Edmond North High School,Oklahoma,Edmond,http://enhsnews.com
Howe High School,Oklahoma,Howe,http://clelive.org
Kingfisher High School,Oklahoma,Kingfisher,http://khsstinger.com
Southmoore High School,Oklahoma,Moore,http://sabercatnewslive.com
Southmore High school,Oklahoma,Moore,https://southmooreyearbook.com
Norman North High School,Oklahoma,Norman,https://nnhshowl.com
